Mass	Intensity
1196.488	14989
1196.719	14588
1196.82	14543
1196.918	14782
1197.094	15200
1197.216	14902
1197.325	15311
1197.518	14859
1197.716	14569
1197.806	14788
1197.961	15114
1198.055	14847
1198.168	15262
1198.282	15066
1198.307	15144
1198.475	14796
1198.686	14682
1198.798	14721
1198.881	14832
1198.98	15024
1199.062	15324
1199.192	15526
1199.356	14973
1199.55	14714
1199.636	14703
1199.795	14781
1199.829	14874
1200.122	15015
1200.287	15075
1200.306	15110
1200.428	14708
1200.621	14875
1200.797	15194
1201.095	17786
1201.182	17775
1201.671	15041
1201.789	15170
1202.059	16437
1202.165	16624
1202.732	14766
1202.956	14664
1203.055	15335
1203.142	15353
1203.254	16149
1203.404	14896
1203.739	14286
1203.795	14452
1203.865	14252
1203.994	13946
1204.178	14621
1204.307	14458
1204.465	14327
1204.612	14210
1204.658	14089
1204.683	14096
1204.776	13882
1205.025	14402
1205.122	14505
1205.231	14532
1205.333	14719
1205.514	14277
1205.579	14097
1205.706	14244
1205.844	14181
1206.058	14242
1206.187	14215
1206.21	14228
1206.317	14545
1206.493	13969
1206.583	13928
1206.795	13894
1206.888	13846
1207.264	17269
1207.737	14294
1207.84	14149
1208.257	16440
1208.559	14350
1208.691	13905
1208.844	13611
1208.955	13832
1209.251	15157
1209.709	13852
1209.852	13370
1209.973	13688
1210.127	14039
1210.233	14073
1210.257	14073
1210.353	14121
1210.576	13550
1210.67	13807
1210.794	13567
1211.228	27151
1211.787	14001
1211.892	13611
1212.234	21340
1212.659	13953
1212.749	14188
1212.838	14073
1213.228	17829
1213.724	13811
1213.84	13769
1214.226	15662
1214.612	13907
1214.775	13560
1214.943	13690
1215.189	14722
1215.459	13591
1215.576	13367
1215.687	13407
1215.775	13374
1215.911	13679
1216.092	13885
1216.176	13865
1216.265	13734
1216.408	13466
1216.57	13230
1216.636	13212
1216.735	13061
1216.848	13340
1216.922	13514
1217.049	13804
1217.186	13933
1217.264	14146
1217.398	13748
1217.415	13628
1217.869	13539
1218.011	13791
1218.091	13600
1218.125	13706
1218.166	13679
1218.185	13539
1218.269	13800
1218.415	13934
1218.61	13818
1218.759	13400
1218.849	13652
1219.119	13957
1219.258	13899
1219.36	13758
1219.619	13615
1219.759	13358
1219.86	13497
1220.091	13744
1220.26	14037
1220.466	13429
1220.596	13173
1220.831	13903
1221.026	13782
1221.228	14357
1221.451	13813
1221.536	13765
1221.649	13401
1221.862	13576
1222.075	13968
1222.281	14387
1222.38	14261
1222.582	14109
1222.675	14006
1222.817	14156
1222.935	14635
1223.218	15079
1223.285	15174
1223.427	14753
1223.522	14452
1223.721	14750
1223.904	14535
1224.061	14911
1224.186	14870
1224.231	14848
1224.48	14883
1224.569	14677
1224.806	14474
1224.936	14380
1225.047	14658
1225.161	14938
1225.3	14776
1225.526	14337
1225.646	13905
1225.709	13939
1225.914	13994
1225.987	14198
1226.154	14590
1226.23	14385
1226.336	13968
1226.396	13886
1226.554	14100
1226.653	13794
1226.775	13810
1227.183	16378
1227.65	13822
1227.819	14018
1228.205	14973
1228.455	13692
1228.588	13916
1228.697	13576
1228.745	13675
1228.918	13689
1229.195	15019
1229.537	13881
1229.617	13563
1229.722	13708
1229.865	13803
1230.192	14661
1230.352	13858
1230.601	13795
1230.759	13740
1230.842	13557
1231.036	14222
1231.179	14145
1231.359	14271
1231.524	14193
1231.658	13833
1231.823	14188
1231.922	14165
1232.066	14622
1232.225	14889
1232.499	15026
1232.534	15005
1232.645	14982
1232.808	14914
1232.953	15183
1232.984	15204
1233.184	17715
1233.525	15863
1233.757	16165
1233.866	16115
1234.188	17475
1234.285	17039
1234.302	17088
1234.596	16553
1234.652	16464
1234.773	16177
1234.871	16432
1235.004	16630
1235.197	16981
1235.305	16821
1235.728	15915
1235.847	15590
1236.055	16314
1236.132	16606
1236.384	15999
1236.665	15542
1236.799	15565
1237.006	15723
1237.163	15747
1237.231	15688
1237.392	15376
1237.544	15149
1237.67	15360
1237.832	15021
1237.932	15210
1238.041	15371
1238.28	15229
1238.36	15397
1238.466	15093
1238.614	14842
1238.718	15061
1238.809	14662
1238.949	14765
1239.102	15209
1239.195	15183
1239.363	14765
1239.454	14713
1239.643	14724
1239.853	14316
1240.059	14581
1240.147	14681
1240.281	14459
1240.411	14428
1240.549	14063
1240.623	14077
1240.737	14284
1240.803	14326
1240.931	14310
1241.01	14126
1241.14	14043
1241.198	14114
1241.333	14107
1241.443	14273
1241.536	14267
1241.66	14401
1241.847	14008
1242.214	14665
1242.414	14043
1242.487	14090
1242.601	13701
1242.826	14250
1243.097	14264
1243.196	14550
1243.458	14531
1243.787	14009
1243.88	13976
1244.05	14170
1244.07	14097
1244.219	14562
1244.308	14487
1244.477	14047
1244.614	13817
1244.701	13958
1244.831	14199
1244.986	14136
1245.098	14317
1245.211	14644
1245.521	13889
1245.695	14079
1245.742	14066
1245.981	14240
1246.258	13932
1246.438	14234
1246.747	13746
1246.943	14019
1247.077	14061
1247.154	14188
1247.276	14346
1247.393	13986
1247.576	14225
1247.718	13780
1247.932	14153
1248.029	13929
1248.136	14439
1248.332	14379
1248.383	14218
1248.403	14274
1248.555	14303
1248.591	14266
1248.702	14066
1248.731	14146
1248.754	14058
1248.92	14323
1249.048	14800
1249.202	14723
1249.437	14549
1249.522	14366
1249.704	14542
1249.802	14224
1250.027	14674
1250.17	14931
1250.276	14612
1250.499	14798
1250.513	14636
1250.661	14484
1250.698	14475
1250.792	14826
1251.197	33464
1251.749	16603
1251.909	15921
1252.197	24676
1252.671	16370
1253.226	20472
1253.512	16498
1253.54	16540
1253.671	15959
1253.877	15807
1254.239	18532
1254.687	15938
1254.967	15665
1255.256	17164
1255.595	15614
1255.779	15198
1255.879	15721
1256.026	15121
1256.116	15456
1256.293	16146
1256.402	15625
1256.664	15123
1256.773	15393
1256.877	14888
1256.984	15056
1257.096	15346
1257.268	15203
1257.477	14976
1257.676	14406
1257.691	14399
1257.804	14743
1257.872	14793
1257.999	15205
1258.191	15306
1258.366	15367
1258.459	15499
1258.778	14749
1259.031	15295
1259.28	14930
1259.451	15025
1259.642	14855
1259.847	15451
1259.913	15444
1260.026	15540
1260.215	15590
1260.472	15135
1260.537	15169
1260.67	15252
1260.768	15185
1260.894	15121
1261.077	15538
1261.142	15534
1261.21	15631
1261.402	15369
1261.551	15201
1261.634	15407
1261.924	15204
1262.112	15390
1262.21	15024
1262.281	15182
1262.664	14957
1262.75	14964
1262.984	14948
1263.112	14986
1263.197	14862
1263.368	14701
1263.464	14813
1263.692	14564
1263.816	14688
1263.941	14455
1264.114	14463
1264.273	14545
1264.422	14520
1264.506	14537
1264.662	14492
1264.719	14479
1264.823	14180
1265.062	14561
1265.164	14813
1265.271	14904
1265.46	14331
1265.588	14464
1265.671	14524
1265.773	14486
1266.004	14697
1266.096	14731
1266.237	14793
1266.313	14732
1266.514	14533
1266.712	14439
1266.968	14798
1267.085	14434
1267.181	14414
1267.278	14478
1267.44	14329
1267.519	14480
1267.747	14436
1268.041	15009
1268.176	15210
1268.265	15187
1268.306	15282
1268.548	15472
1268.649	15285
1268.759	15249
1268.921	15535
1269.222	131966
1270.224	82222
1271.226	47603
1271.949	22374
1272.232	30059
1272.671	21578
1272.752	21431
1272.852	21397
1272.974	21713
1273.216	25362
1273.686	23147
1273.801	22239
1274.205	24986
1274.371	24707
1274.509	24912
1274.661	25095
1274.859	24991
1274.967	25369
1275.092	25343
1275.219	25303
1275.369	25156
1275.409	25115
1275.65	24660
1275.802	24132
1275.955	23953
1276.145	24066
1276.289	23524
1276.404	23558
1276.647	23035
1276.869	22396
1276.986	22051
1277.065	22200
1277.269	21997
1277.437	21014
1277.5	20769
1277.672	21148
1277.919	20782
1278.057	20652
1278.154	20720
1278.271	19811
1278.43	19518
1278.56	20015
1278.76	19276
1278.876	19000
1278.932	19067
1278.993	18964
1279.069	19143
1279.429	18618
1279.576	18454
1279.849	18003
1280.063	18040
1280.387	17683
1280.487	17745
1280.618	17076
1280.879	17865
1281.155	17812
1281.386	17588
1281.45	17601
1281.58	17335
1281.679	16997
1281.866	17190
1282.04	17673
1282.241	17702
1282.392	17348
1282.624	17130
1282.781	17027
1282.974	17241
1283.043	17318
1283.144	17287
1283.245	17279
1283.378	16937
1283.612	16567
1283.715	16298
1283.799	16343
1283.932	16494
1284.084	16840
1284.128	16883
1284.277	16873
1284.588	16159
1284.719	16045
1285.026	16424
1285.174	16216
1285.269	16122
1285.337	16011
1285.461	16274
1285.52	16353
1285.611	16092
1285.782	15683
1285.916	15973
1286.034	15787
1286.169	15975
1286.415	15596
1286.569	15542
1286.702	15542
1286.784	15489
1286.89	15772
1287.251	17704
1287.451	16051
1287.57	15874
1287.816	15596
1287.989	15659
1288.209	16887
1288.326	16479
1288.578	15626
1288.72	15291
1288.823	15438
1288.923	15505
1289.211	16632
1289.364	15901
1289.61	15521
1289.745	15003
1289.869	15298
1290.05	15366
1290.18	15715
1290.313	16159
1290.575	15988
1290.797	15638
1290.89	15361
1291.197	25320
1291.779	15888
1292.183	19734
1292.633	15777
1292.807	15492
1292.883	15576
1293.2	17855
1293.612	15522
1293.81	15329
1294.036	15651
1294.186	16202
1294.376	16016
1294.802	15644
1294.965	15219
1295.229	15909
1295.547	15672
1295.824	15269
1296.18	15554
1296.299	15274
1296.382	15163
1296.402	15155
1296.442	15033
1296.512	15261
1296.619	14991
1296.717	15095
1296.791	14930
1296.987	15177
1297.104	15488
1297.215	15579
1297.256	15526
1297.497	15068
1297.783	15004
1297.93	15069
1298.144	15604
1298.362	15090
1298.489	14814
1298.695	14814
1298.812	14779
1298.918	14976
1299.022	15509
1299.135	15409
1299.239	15205
1299.328	14915
1299.493	15223
1299.648	14639
1299.772	15132
1299.907	14793
1300	15282
1300.088	14760
1300.185	15056
1300.296	14924
1300.407	14930
1300.526	14984
1300.626	14565
1300.743	14499
1301.08	15121
1301.166	15003
1301.336	14708
1301.361	14715
1301.552	14937
1301.726	14466
1301.924	15164
1302.136	15031
1302.208	15048
1302.359	14616
1302.613	14576
1302.775	14466
1302.907	14598
1302.986	14508
1303.003	14537
1303.214	14851
1303.376	14899
1303.475	15109
1303.607	14759
1303.727	14751
1303.787	15112
1303.888	14933
1304.017	15157
1304.23	14999
1304.24	14964
1304.447	14716
1304.544	15120
1304.651	15142
1304.794	14660
1304.937	14786
1305.094	14918
1305.107	14979
1305.286	15403
1305.363	15280
1305.385	15313
1305.566	14641
1305.593	14598
1305.697	14545
1305.861	14875
1305.942	14755
1306.03	15015
1306.154	14952
1306.237	15023
1306.385	15244
1306.58	14636
1306.7	14918
1306.826	14825
1307.138	17416
1307.446	15427
1307.688	14703
1307.81	14962
1307.93	15050
1308.241	16557
1308.402	15477
1308.713	15028
1308.786	14949
1309.206	16471
1309.61	15007
1309.717	15141
1309.958	14725
1310.211	15878
1310.416	14987
1310.528	15104
1310.837	14924
1310.928	14984
1311.235	15872
1311.343	15604
1311.535	15035
1311.685	15016
1311.851	14761
1311.913	14818
1312.205	16001
1312.285	15662
1312.606	14927
1312.764	14921
1312.861	14898
1313.189	16089
1313.522	14557
1313.669	14663
1313.784	14426
1313.879	14463
1314.102	15253
1314.23	15291
1314.421	14601
1314.629	14263
1314.781	14367
1314.877	14248
1315.084	14873
1315.238	15180
1315.515	14415
1315.609	14495
1315.759	14766
1315.956	15144
1316.145	15721
1316.393	16125
1316.572	16071
1316.823	15688
1316.936	15742
1317.186	16029
1317.252	16268
1317.335	16066
1317.564	15436
1317.73	16035
1317.948	15720
1317.992	15829
1318.091	16200
1318.315	15923
1318.419	16058
1318.542	16300
1318.683	16254
1318.908	16778
1319.006	16688
1319.05	16753
1319.206	16926
1319.29	17053
1319.351	17167
1319.53	16723
1319.665	16966
1319.803	16738
1319.871	16800
1319.939	17025
1320.172	17085
1320.295	17418
1320.455	17017
1320.644	16880
1320.745	16727
1321.043	16605
1321.16	17184
1321.33	16747
1321.749	16267
1321.944	15828
1322.122	16245
1322.257	16283
1322.396	16092
1322.483	15744
1322.622	15664
1323.034	15233
1323.171	15880
1323.269	15649
1323.436	15497
1323.691	14789
1323.808	15039
1323.906	14859
1324.014	14972
1324.244	15801
1324.483	14708
1324.676	14511
1324.802	14748
1324.888	14843
1325.023	14848
1325.238	16414
1325.31	16434
1325.577	14695
1325.707	14648
1325.787	14503
1325.885	14618
1326.244	16005
1326.533	15425
1326.745	14629
1326.853	14735
1326.997	15107
1327.274	15925
1327.537	15050
1327.633	14911
1327.818	14723
1327.961	15150
1328.044	14954
1328.202	15362
1328.367	15560
1328.47	15412
1328.638	14911
1328.726	15039
1328.825	15294
1329.016	15793
1329.162	16359
1329.321	16047
1329.345	15954
1329.408	16006
1329.427	15987
1329.659	15964
1329.833	15895
1329.944	16363
1330.138	16356
1330.309	16283
1330.5	16102
1330.663	15969
1330.772	15848
1330.898	15715
1330.946	15759
1331.12	16441
1331.227	16305
1331.557	15337
1331.69	15349
1331.904	15342
1332.015	15327
1332.168	15470
1332.257	15512
1332.491	14757
1332.636	15011
1332.758	14797
1333.023	15119
1333.29	15028
1333.439	14659
1333.685	14412
1333.759	14630
1333.861	14520
1334.14	15201
1334.326	14678
1334.428	14743
1334.614	14390
1334.739	14460
1334.842	14591
1335.139	14979
1335.305	14721
1335.411	14826
1335.569	14353
1335.665	14349
1335.738	14557
1335.86	14238
1335.965	14383
1336.094	14640
1336.183	14527
1336.2	14462
1336.326	14694
1336.456	14339
1336.623	14085
1336.715	14248
1336.826	14234
1336.963	14400
1337.083	14579
1337.347	14378
1337.487	14268
1337.593	14561
1337.679	14330
1337.851	14296
1337.944	14271
1338.041	14470
1338.233	14365
1338.564	14418
1338.882	14534
1338.969	14868
1339.164	14741
1339.21	14777
1339.255	14842
1339.281	14713
1339.356	14843
1339.464	15137
1339.655	14797
1339.833	14507
1339.886	14725
1339.942	14861
1340.117	15148
1340.24	15191
1340.322	14974
1340.541	14602
1340.649	14756
1340.735	14621
1341.066	15115
1341.157	14759
1341.171	14763
1341.336	15100
1341.428	14726
1341.601	14715
1341.809	14406
1342.061	14633
1342.297	14708
1342.476	14508
1342.651	14004
1342.817	14307
1342.991	14164
1343.222	14661
1343.339	14322
1343.519	14155
1343.626	14066
1343.704	13794
1343.932	14159
1344.07	14300
1344.215	14276
1344.317	14283
1344.409	14119
1344.532	14082
1344.648	14072
1344.829	13749
1344.904	14013
1345.08	14341
1345.415	14206
1345.624	13966
1345.858	14153
1345.954	14346
1346.175	14270
1346.25	14172
1346.356	13769
1346.428	13861
1346.583	13848
1346.71	14119
1346.848	14274
1346.945	14114
1347.189	14340
1347.388	14456
1347.712	14076
1347.889	13963
1348.034	14268
1348.281	14667
1348.429	14624
1348.549	14524
1348.582	14593
1348.695	14882
1349.241	56040
1350.25	42751
1350.83	20586
1351.263	33222
1351.763	21234
1351.875	21135
1352.266	25662
1352.898	21536
1353.04	21530
1353.256	22798
1353.59	21348
1353.66	21395
1353.793	21505
1354.266	20988
1354.396	20924
1354.684	20041
1354.768	19707
1354.98	19723
1355.191	19074
1355.267	18929
1355.433	18867
1355.545	18737
1355.647	18478
1355.784	18057
1355.871	18415
1355.991	18521
1356.126	18002
1356.203	17864
1356.373	17707
1356.565	17708
1356.647	17818
1356.95	17287
1357.013	17372
1357.203	17057
1357.326	17127
1357.424	17172
1357.523	16849
1357.668	16782
1357.742	16888
1357.861	16848
1358.006	16599
1358.198	16932
1358.456	16526
1358.529	16545
1358.742	16237
1358.951	15956
1359.038	16231
1359.08	16285
1359.257	15984
1359.524	16124
1359.772	15931
1359.989	16111
1360.205	16000
1360.305	15727
1360.471	16162
1360.573	16010
1360.659	16194
1360.853	16282
1360.987	16483
1361.17	16562
1361.45	17003
1361.548	17029
1361.651	17268
1361.845	17675
1362.079	18713
1362.31	19221
1362.467	19625
1362.65	19191
1362.786	19342
1362.869	19603
1362.939	19453
1363.121	19850
1363.27	19464
1363.406	19101
1363.548	19542
1363.633	19298
1363.85	19082
1364.012	18858
1364.067	18646
1364.301	18151
1364.637	17830
1364.765	17807
1365.066	16839
1365.197	16853
1365.42	16510
1365.576	16381
1365.719	16162
1365.782	15960
1365.848	16163
1365.974	15937
1366.157	16134
1366.295	15939
1366.383	15608
1366.409	15772
1366.652	15653
1366.91	15315
1367.271	26240
1367.817	16523
1367.981	16490
1368.264	22749
1368.764	16909
1368.99	16968
1369.247	20811
1369.764	17424
1369.996	16393
1370.246	18224
1370.602	16717
1370.998	22280
1371.192	21278
1371.714	16873
1371.992	19536
1372.181	19122
1372.6	16229
1372.942	17716
1373.076	17218
1373.236	17589
1373.434	16586
1373.583	16532
1373.731	15748
1373.894	16170
1374.005	16595
1374.206	16525
1374.395	15792
1374.523	15667
1374.537	15678
1374.678	15800
1374.884	15635
1375.051	15792
1375.116	15790
1375.231	16078
1375.42	15783
1375.518	15676
1375.775	15711
1375.972	15692
1376.163	15601
1376.305	15966
1376.538	15909
1376.727	15354
1376.874	15905
1377.1	15768
1377.181	15796
1377.333	15644
1377.634	15670
1377.735	15644
1377.902	16013
1378.008	16413
1378.172	16142
1378.234	16390
1378.413	16084
1378.53	16293
1378.638	16308
1378.863	16610
1378.998	16172
1379.104	16445
1379.334	15799
1379.441	15890
1379.586	16090
1379.713	15678
1379.932	15664
1380.099	16036
1380.376	15330
1380.552	15057
1380.647	15323
1380.798	15545
1381.168	15268
1381.34	14979
1381.434	15029
1381.64	15006
1381.792	15000
1381.961	14943
1382.045	14912
1382.269	15494
1382.385	15086
1382.481	15027
1382.585	15173
1382.71	15289
1383.002	15450
1383.234	15260
1383.404	15055
1383.661	15053
1383.763	15395
1383.907	14871
1384.275	20189
1384.761	15430
1384.971	15394
1385.247	24101
1385.902	15590
1386.284	20969
1386.694	15290
1386.783	15309
1386.894	14996
1387.245	18310
1387.61	15464
1387.797	15201
1387.901	15114
1388.244	16584
1388.699	15879
1389.269	20427
1389.939	16811
1390.258	18561
1390.607	16851
1390.809	16059
1390.934	15905
1391.234	16781
1391.504	16183
1391.839	15811
1391.949	15691
1392.214	15978
1392.379	15453
1392.576	15471
1392.826	15452
1392.943	15703
1393.14	16212
1393.263	16066
1393.494	15913
1393.688	15266
1393.825	15498
1393.977	15707
1394.136	15943
1394.198	15736
1394.443	15364
1394.598	15177
1394.859	15399
1394.974	15674
1395.127	15745
1395.204	15556
1395.443	15874
1395.525	15851
1395.63	15627
1395.873	15488
1395.964	15578
1396.229	15532
1396.286	15647
1396.453	15837
1396.63	15298
1396.886	15430
1397.088	15449
1397.28	15583
1397.377	15367
1397.534	15472
1397.652	15205
1397.75	15004
1397.843	15032
1397.913	15087
1398.299	27189
1398.911	16022
1399.302	23930
1399.782	17572
1399.92	17874
1400.282	22912
1400.812	21184
1400.938	21201
1401.274	23372
1401.504	22289
1401.912	21277
1402.212	21030
1402.505	19817
1402.586	19162
1402.829	18697
1403.065	18263
1403.213	18895
1403.383	17881
1403.651	16960
1403.944	16951
1404.083	16391
1404.204	16152
1404.349	16538
1404.571	16007
1404.826	15740
1405.193	17182
1405.292	16215
1405.383	16253
1405.604	15348
1405.65	15346
1405.956	15361
1406.334	16220
1406.675	15068
1406.775	14882
1406.924	14987
1407.205	16128
1407.217	16148
1407.3	16248
1407.505	15303
1407.602	15003
1407.701	15066
1407.867	15207
1408.008	15407
1408.174	15652
1408.263	15514
1408.438	15190
1408.569	14837
1408.686	15110
1408.837	15029
1408.879	15220
1409.003	15173
1409.227	15633
1409.616	15002
1409.711	15283
1409.794	15219
1409.967	15324
1410.112	16059
1410.267	16179
1410.481	16508
1411.367	22671
1412.13	35968
1412.392	37674
1412.577	38218
1412.651	38008
1412.853	38600
1412.906	38424
1413.026	37554
1413.228	37182
1413.817	31659
1414	29747
1414.103	30356
1414.308	27297
1414.769	23596
1415.2	21448
1415.531	19468
1415.659	18871
1415.67	18875
1415.974	17812
1416.267	18158
1416.701	16168
1416.919	15661
1417.048	15728
1417.18	16026
1417.289	15594
1417.373	15629
1417.498	15711
1417.662	15301
1417.879	15244
1418.012	15248
1418.203	15410
1418.311	15321
1418.481	14862
1418.642	15030
1418.791	14840
1418.948	14727
1419.203	15112
1419.3	14667
1419.531	15382
1419.722	14871
1419.985	14816
1420.208	16174
1420.345	16152
1420.551	15088
1420.654	14881
1420.847	14885
1421.006	15196
1421.185	15833
1421.32	15683
1421.416	15453
1421.6	15689
1421.882	16044
1422.055	16383
1422.343	18057
1422.477	17504
1422.874	17779
1423.185	18361
1423.337	17780
1423.422	17747
1423.786	17412
1424.008	17195
1424.14	16776
1424.275	16617
1424.49	16594
1424.626	16200
1424.642	15960
1424.84	15460
1424.868	15404
1424.974	15815
1425.217	16000
1425.301	15762
1425.539	15689
1425.741	15275
1426.012	15011
1426.133	15224
1426.328	15343
1426.525	14615
1426.699	14655
1426.795	15188
1426.962	15011
1427.128	14979
1427.227	14786
1427.337	14865
1427.429	14775
1427.533	14921
1427.79	15299
1427.92	15344
1428.038	15431
1428.143	15530
1428.39	15055
1428.531	14887
1428.759	15176
1428.788	14911
1428.911	15036
1429.123	15249
1429.271	15629
1429.46	14643
1429.571	14828
1429.691	14801
1429.827	14745
1429.953	14691
1430.072	14524
1430.21	15055
1430.318	14963
1430.371	14946
1430.504	14777
1430.572	14581
1430.803	14793
1430.885	14773
1431.214	15217
1431.308	15089
1431.524	14489
1431.728	14751
1431.875	14872
1432.156	15107
1432.33	15430
1432.613	15274
1432.715	14946
1432.818	15071
1432.92	15398
1433.004	15466
1433.134	15565
1433.271	15838
1433.365	16038
1433.509	16133
1433.677	15993
1433.811	16089
1434.039	16016
1434.126	15731
1434.336	16609
1434.62	16121
1434.811	15829
1434.914	15805
1435.089	15591
1435.172	15352
1435.343	15786
1435.455	15159
1435.618	15572
1436.016	15006
1436.168	15019
1436.228	14987
1436.261	15058
1436.332	15119
1436.567	15228
1436.697	14695
1436.829	14667
1437.068	14748
1437.228	14670
1437.384	15007
1437.518	14322
1437.556	14305
1437.632	14379
1437.761	14608
1437.915	14472
1438.097	14650
1438.272	14471
1438.416	14666
1438.43	14411
1438.558	14520
1438.712	14494
1438.873	14225
1439.003	14549
1439.188	14668
1439.514	14715
1439.621	14583
1439.906	14566
1440.045	14546
1440.174	14697
1440.292	14903
1440.511	14570
1440.772	14580
1440.907	14404
1441.056	14731
1441.214	15172
1441.43	14657
1441.551	14490
1441.626	14314
1441.697	14293
1441.728	14262
1441.757	14402
1441.923	14553
1442.247	14720
1442.39	14435
1442.539	14473
1442.679	14407
1442.806	14481
1442.945	14585
1443.051	14783
1443.255	14774
1443.27	14790
1443.308	14727
1443.642	14492
1443.831	14694
1444.029	15139
1444.138	14662
1444.266	14989
1444.409	14814
1444.513	14944
1444.657	14939
1444.864	14373
1444.888	14477
1445.186	14762
1445.297	15228
1445.584	14677
1445.745	14383
1445.871	14636
1445.999	14601
1446.186	14883
1446.358	14575
1446.513	14919
1446.664	14713
1446.909	14565
1447.209	16757
1447.448	15655
1447.574	15281
1447.847	15244
1448.189	15979
1448.344	16183
1448.64	15477
1448.818	14924
1448.895	14733
1449.1	15592
1449.214	15990
1449.33	15980
1449.426	15912
1449.657	15335
1450.007	15173
1450.148	15466
1450.251	15570
1450.445	15471
1450.599	15011
1450.708	14958
1450.808	15053
1451.08	15563
1451.147	15547
1451.392	15167
1451.508	15090
1451.675	15100
1451.733	15102
1451.835	15218
1451.946	15316
1452.199	15247
1452.419	14989
1452.594	15197
1452.758	15280
1452.907	15193
1453.219	15640
1453.332	15449
1453.497	14971
1453.663	14858
1453.801	14930
1454.011	14742
1454.128	15131
1454.268	15284
1454.48	15115
1454.54	15065
1454.719	14906
1455.059	15228
1455.192	15219
1455.29	15107
1455.44	15088
1455.462	14903
1455.731	14586
1455.849	14708
1456.091	14892
1456.166	14879
1456.262	14568
1456.466	14808
1456.705	14427
1456.885	14693
1456.987	14731
1457.211	14840
1457.41	14600
1457.471	14550
1457.492	14543
1457.505	14495
1457.536	14585
1457.655	14748
1457.78	14524
1458.048	14994
1458.204	14833
1458.376	14817
1458.479	14657
1458.709	15220
1458.8	15086
1458.929	15043
1459.169	14799
1459.257	15020
1459.401	14862
1459.539	15099
1459.965	15361
1460.253	15107
1460.356	15184
1460.407	15124
1460.527	15031
1460.669	15188
1460.983	15098
1461.302	15561
1461.391	15234
1461.56	15749
1461.73	15389
1462.024	16151
1462.157	16372
1462.19	16295
1462.387	17221
1463.878	38600
1464.104	41003
1464.384	41262
1464.612	39154
1464.758	37771
1464.977	37449
1465.156	36472
1466.16	26313
1466.632	22305
1466.747	22050
1467.141	20182
1467.399	18326
1467.507	18074
1467.68	17767
1467.864	17208
1468.115	16925
1468.33	17015
1468.718	18212
1468.856	17466
1469.005	16907
1469.119	16943
1469.38	16347
1469.529	17017
1469.757	16715
1469.845	16846
1470.086	16026
1470.186	16100
1470.259	15983
1470.342	16535
1470.476	16036
1470.686	16160
1470.821	15705
1470.918	15532
1471.106	16017
1471.248	16241
1471.591	15409
1471.69	15288
1471.783	15291
1471.95	15483
1472.308	15429
1472.487	14905
1472.677	15083
1472.83	14833
1472.987	14909
1473.23	15116
1473.431	14909
1473.587	14892
1473.667	14876
1473.782	14708
1473.9	15064
1474.239	15171
1474.368	14965
1474.474	14646
1474.584	14597
1474.703	14944
1474.864	14993
1475.055	14764
1475.187	15216
1475.211	15161
1475.415	14830
1475.563	14684
1475.664	14560
1475.89	15372
1476.388	15374
1476.648	15072
1476.745	15094
1476.919	15015
1477.181	14953
1477.311	14715
1477.422	14886
1477.535	14968
1477.63	14739
1477.77	14601
1477.953	15168
1478.071	14793
1478.288	16136
1478.546	15599
1478.662	15293
1478.698	15328
1478.85	15445
1478.965	15236
1479.112	15561
1479.197	15875
1479.26	15980
1479.328	15906
1479.46	15682
1479.654	15325
1479.89	15056
1480.104	15211
1480.328	15395
1480.597	15002
1480.727	15056
1480.816	15014
1481.035	14928
1481.166	14964
1481.274	14737
1481.292	14757
1481.424	14653
1481.439	14751
1481.733	14273
1481.949	14478
1482.22	15254
1482.336	15411
1482.564	14594
1482.668	14764
1482.859	14568
1482.981	14875
1483.063	15042
1483.256	15557
1483.502	15259
1483.797	15029
1483.884	15082
1483.918	15026
1484.286	21230
1484.761	16202
1485.01	15998
1485.317	20486
1485.655	17483
1485.899	16696
1486.318	29049
1486.817	18684
1486.986	18433
1487.293	26825
1487.837	18217
1487.941	17842
1488.313	23141
1489.289	19658
1489.614	16927
1489.723	17018
1489.843	16739
1490.273	17241
1490.391	17239
1490.651	16693
1490.923	16253
1491.004	16493
1491.122	16580
1491.304	17051
1491.338	16963
1491.471	17221
1491.734	17303
1491.801	17477
1492.021	17660
1492.145	16982
1492.372	17384
1492.473	17433
1492.555	17515
1492.668	17178
1492.784	17211
1492.973	16963
1493.077	16877
1493.182	16938
1493.314	16610
1493.503	16514
1493.647	16289
1493.776	16319
1493.875	16554
1494.032	16650
1494.244	16259
1494.482	16119
1494.843	15537
1495.022	15495
1495.125	15366
1495.28	15496
1495.41	15421
1495.688	14923
1495.722	15030
1495.758	15100
1495.971	15393
1496.106	15225
1496.359	15365
1496.44	15149
1496.55	15484
1496.714	15083
1496.785	15159
1496.891	14912
1497.064	15175
1497.242	15268
1497.425	15317
1497.602	15482
1497.905	14738
1498.087	15380
1498.252	15286
1498.381	15519
1498.577	15288
1498.661	15192
1498.738	15204
1498.83	14885
1499.066	15602
1499.249	15324
1499.586	15107
1499.764	15549
1500.026	15442
1500.098	15481
1500.3	16419
1500.522	15869
1500.739	16228
1500.995	16213
1501.169	17192
1501.339	17740
1501.457	18083
1501.585	18440
1501.667	18419
1502.301	308162
1503.304	210497
1504.302	118247
1505.311	58472
1506.308	30900
1507.054	17769
1507.29	21390
1507.597	17980
1508.282	17874
1508.565	16718
1508.68	16731
