Mass	Intensity
3738.947	10747
3739.18	10477
3739.341	10577
3739.517	10650
3739.912	10572
3740.088	10447
3740.135	10556
3740.283	10539
3740.447	10492
3740.594	10638
3740.803	10476
3740.82	10331
3741.258	10451
3741.569	10588
3741.721	10472
3741.77	10441
3742.035	10424
3742.156	10566
3742.488	10487
3742.705	10454
3742.761	10259
3742.812	10508
3743.036	10493
3743.212	10514
3743.459	10475
3743.668	10538
3743.964	10713
3744.299	10499
3744.432	10348
3744.731	10545
3745.026	10470
3745.221	10399
3745.334	10282
3745.459	10474
3745.616	10495
3745.697	10516
3745.749	10585
3745.944	10291
3746.106	10578
3746.203	10303
3746.356	10441
3746.522	10531
3746.742	10341
3746.9	10370
3747.095	10301
3747.14	10309
3747.301	10295
3747.444	10542
3747.698	10199
3747.732	10373
3747.859	10274
3748	10296
3748.174	10601
3748.303	10305
3748.356	10425
3748.572	10483
3748.754	10482
3748.895	10436
3749.044	10310
3749.292	10547
3749.475	10500
3749.655	10300
3749.925	10430
3750.071	10316
3750.28	10337
3750.319	10312
3750.5	10330
3750.568	10331
3750.769	10439
3750.928	10398
3751.068	10336
3751.166	10267
3751.186	10369
3751.348	10363
3751.505	10346
3751.682	10360
3751.892	10492
3752.043	10448
3752.183	10232
3752.622	10510
3752.933	10489
3753.102	10429
3753.407	10448
3753.535	10343
3753.666	10288
3753.89	10531
3754.062	10366
3754.312	10712
3754.52	10350
3754.65	10372
3754.946	10453
3755.154	10550
3755.407	10382
3755.552	10584
3755.795	10446
3755.931	10543
3756.112	10452
3756.286	10578
3756.556	10646
3756.8	10491
3756.943	10194
3756.97	10374
3757.202	10455
3757.466	10492
3757.573	10294
3757.597	10287
3757.757	10411
3757.997	10462
3758.206	10392
3758.336	10638
3758.643	10397
3758.753	10400
3759.101	10525
3759.438	10493
3759.754	10536
3760.212	10446
3760.356	10511
3760.45	10540
3760.743	10452
3761.076	10471
3761.243	10486
3761.452	10572
3761.609	10419
3761.842	10416
3762.03	10332
3762.21	10283
3762.389	10319
3762.592	10316
3762.776	10338
3763.006	10461
3763.118	10417
3763.291	10412
3763.406	10318
3763.534	10426
3763.701	10520
3763.848	10495
3764.064	10171
3764.232	10440
3764.539	10452
3764.661	10539
3764.875	10568
3765.029	10342
3765.073	10409
3765.153	10369
3765.369	10541
3765.451	10380
3765.696	10314
3765.731	10318
3766.01	10281
3766.257	10285
3766.422	10539
3766.806	10245
3766.957	10268
3767.116	10310
3767.322	10366
3767.583	10276
3767.756	10327
3767.968	10410
3768.206	10439
3768.649	10499
3768.817	10518
3769.245	10511
3769.377	10458
3769.799	10282
3770.123	10318
3770.464	10383
3770.655	10402
3771.014	10494
3771.261	10227
3771.46	10428
3771.653	10414
3771.852	10439
3771.979	10455
3772.142	10369
3772.343	10560
3772.708	10510
3773.014	10409
3773.116	10242
3773.165	10409
3773.285	10364
3773.427	10368
3773.701	10623
3773.756	10524
3773.819	10501
3774.372	10391
3774.705	10480
3774.915	10408
3775.056	10419
3775.122	10390
3775.295	10191
3775.314	10183
3775.501	10261
3775.667	10382
3775.832	10224
3775.864	10321
3776.054	10496
3776.241	10392
3776.431	10543
3776.673	10317
3776.877	10529
3776.934	10302
3777.213	10460
3777.512	10439
3777.547	10318
3777.691	10417
3777.917	10537
3778.07	10404
3778.262	10607
3778.435	10409
3778.57	10382
3778.723	10390
3778.805	10353
3778.952	10461
3779.315	10346
3779.576	10435
3779.759	10303
3779.995	10412
3780.13	10424
3780.328	10482
3780.438	10387
3780.486	10311
3780.634	10575
3780.788	10391
3780.819	10319
3780.989	10273
3781.029	10254
3781.071	10347
3781.344	10418
3781.624	10469
3781.803	10438
3781.962	10419
3782.101	10396
3782.361	10647
3782.508	10496
3782.843	10361
3783.082	10424
3783.215	10401
3783.59	10393
3783.834	10424
3784.209	10534
3784.342	10385
3784.534	10419
3784.633	10314
3784.818	10367
3785.125	10294
3785.305	10377
3785.343	10345
3785.47	10389
3785.547	10337
3785.857	10400
3785.983	10499
3786.228	10370
3786.475	10225
3786.585	10330
3786.714	10257
3786.918	10217
3787.116	10191
3787.312	10192
3787.481	10291
3787.788	10411
3787.911	10371
3788.013	10240
3788.359	10441
3788.457	10361
3788.682	10279
3788.931	10217
3789.172	10350
3789.221	10305
3789.267	10386
3789.413	10349
3789.453	10347
3789.513	10216
3789.591	10241
3789.71	10346
3789.92	10344
3790.052	10339
3790.214	10237
3790.359	10429
3790.494	10371
3790.665	10435
3790.811	10441
3791.005	10430
3791.233	10307
3791.338	10192
3791.535	10326
3791.7	10281
3791.821	10320
3791.953	10328
3792.187	10347
3792.316	10208
3792.341	10259
3792.387	10288
3792.437	10335
3792.617	10397
3792.788	10331
3793.094	10246
3793.292	10470
3793.424	10467
3793.641	10293
3793.794	10395
3793.957	10388
3794.149	10393
3794.29	10354
3794.489	10332
3794.695	10271
3794.926	10712
3795.254	10471
3795.435	10474
3795.673	10289
3795.821	10391
3795.988	10350
3796.177	10256
3796.307	10153
3796.432	10440
3796.536	10444
3796.784	10292
3797.059	10514
3797.283	10376
3797.584	10349
3797.738	10476
3797.892	10322
3797.936	10363
3798.117	10594
3798.439	10380
3798.55	10372
3798.694	10391
3798.993	10505
3799.276	10392
3799.446	10522
3799.694	10383
3799.918	10342
3800.281	10570
3800.486	10330
3800.671	10365
3800.81	10331
3800.857	10455
3800.993	10303
3801.022	10198
3801.191	10265
3801.299	10441
3801.576	10269
3801.824	10367
3801.951	10159
3801.98	10307
3802.113	10303
3802.3	10555
3802.486	10368
3802.509	10265
3802.759	10201
3803.052	10210
3803.26	10261
3803.444	10416
3803.871	10468
3804.333	10443
3804.541	10334
3804.8	10222
3804.849	10224
3804.956	10220
3805.139	10274
3805.158	10307
3805.322	10380
3805.457	10366
3805.669	10472
3805.849	10525
3806.01	10260
3806.197	10234
3806.417	10276
3806.456	10182
3806.578	10420
3806.754	10430
3807.001	10354
3807.161	10247
3807.489	10317
3807.719	10405
3807.831	10321
3807.892	10244
3808.008	10484
3808.238	10295
3808.457	10371
3808.521	10163
3808.594	10247
3808.831	10289
3809.015	10265
3809.187	10460
3809.522	10427
3809.669	10328
3810.11	10347
3810.256	10342
3810.507	10256
3810.734	10307
3810.838	10278
3811.058	10354
3811.38	10421
3811.609	10289
3811.774	10242
3811.961	10351
3812.178	10340
3812.396	10614
3812.484	10417
3812.745	10610
3813.045	10318
3813.151	10424
3813.283	10368
3813.317	10388
3813.636	10524
3813.888	10142
3814.047	10303
3814.177	10234
3814.404	10470
3814.597	10369
3814.654	10269
3814.708	10354
3814.946	10242
3815.143	10233
3815.515	10550
3815.886	10466
3816.364	10250
3816.418	10302
3816.584	10341
3816.751	10294
3817.008	10425
3817.17	10339
3817.442	10324
3817.641	10345
3817.675	10480
3817.873	10218
3818.006	10288
3818.297	10444
3818.538	10332
3818.629	10363
3818.681	10321
3818.855	10514
3819.104	10202
3819.281	10392
3819.481	10243
3819.555	10366
3819.767	10391
3819.822	10353
3819.943	10370
3819.97	10307
3820.156	10289
3820.495	10535
3820.682	10396
3820.892	10313
3821.087	10318
3821.273	10361
3821.43	10431
3821.532	10321
3821.833	10147
3821.976	10261
3822.205	10224
3822.405	10492
3822.564	10428
3822.724	10336
3823.139	10253
3823.299	10206
3823.51	10514
3823.671	10266
3823.857	10161
3823.998	10380
3824.143	10399
3824.568	10332
3824.828	10365
3824.943	10307
3825	10250
3825.191	10304
3825.229	10402
3825.29	10354
3825.514	10365
3825.707	10528
3825.896	10352
3826.149	10348
3826.269	10168
3826.492	10381
3826.824	10345
3826.995	10411
3827.27	10288
3827.397	10253
3827.662	10323
3827.807	10362
3828.008	10402
3828.134	10286
3828.296	10348
3828.333	10393
3828.503	10220
3828.63	10336
3828.857	10286
3829.112	10333
3829.191	10311
3829.362	10276
3829.633	10177
3829.924	10287
3830.157	10322
3830.305	10256
3830.467	10219
3830.587	10440
3830.926	10550
3831.152	10475
3831.291	10388
3831.475	10199
3831.842	10193
3832.019	10328
3832.229	10120
3832.427	10361
3832.611	10397
3832.731	10311
3833.006	10174
3833.12	10217
3833.146	10218
3833.227	10282
3833.278	10348
3833.557	10238
3833.694	10194
3833.888	10180
3834.071	10291
3834.292	10148
3834.478	10363
3834.671	10246
3834.84	10156
3835.064	10243
3835.201	10232
3835.466	10378
3835.638	10246
3835.753	10227
3835.964	10334
3836.049	10313
3836.098	10335
3836.209	10256
3836.388	10523
3836.738	10511
3837.14	10432
3837.223	10238
3837.442	10361
3837.55	10315
3837.812	10171
3837.859	10079
3838.078	10251
3838.163	10413
3838.285	10381
3838.44	10408
3838.761	10194
3838.935	10281
3839.165	10343
3839.493	10299
3839.657	10360
3839.887	10406
3840.055	10149
3840.126	10191
3840.293	10370
3840.446	10229
3840.647	10398
3840.744	10344
3840.967	10153
3841.225	10344
3841.424	10261
3841.49	10255
3841.553	10254
3841.778	10268
3841.92	10349
3842.145	10240
3842.402	10382
3842.61	10370
3842.881	10367
3842.994	10269
3843.245	10379
3843.387	10268
3843.582	10322
3843.793	10346
3843.958	10186
3844.193	10219
3844.234	10336
3844.278	10247
3844.656	10255
3844.795	10228
3844.85	10277
3845.115	10252
3845.283	10352
3845.587	10336
3845.881	10270
3846.058	10303
3846.212	10166
3846.452	10228
3846.855	10350
3846.946	10280
3846.976	10251
3847.188	10288
3847.538	10397
3847.768	10506
3848.085	10373
3848.256	10288
3848.469	10325
3848.622	10344
3848.878	10367
3848.992	10433
3849.224	10155
3849.253	10097
3849.619	10342
3849.755	10287
3849.924	10333
3850.03	10256
3850.075	10226
3850.281	10072
3850.465	10262
3850.65	10289
3850.904	10288
3851.083	10262
3851.253	10292
3851.292	10311
3851.45	10340
3851.729	10141
3851.766	10181
3851.964	10269
3852.368	10368
3852.566	10176
3852.694	10389
3852.954	10403
3853.078	10436
3853.331	10354
3853.639	10434
3853.889	10164
3854.024	10174
3854.228	10304
3854.434	10289
3854.606	10401
3854.815	10362
3854.984	10247
3855.205	10252
3855.417	10271
3855.581	10251
3855.728	10213
3855.909	10313
3856.005	10241
3856.239	10321
3856.471	10191
3856.652	10381
3856.858	10195
3857.072	10253
3857.218	10273
3857.508	10303
3857.631	10268
3857.652	10085
3857.772	10196
3857.993	10399
3858.145	10341
3858.276	10151
3858.424	10121
3858.481	10125
3858.754	10409
3859.069	10129
3859.303	10407
3859.578	10269
3859.82	10331
3859.996	10234
3860.208	10245
3860.364	10240
3860.59	10362
3860.744	10324
3860.941	10326
3861.139	10287
3861.346	10263
3861.568	10340
3861.661	10460
3861.932	10201
3862.114	10291
3862.331	10099
3862.519	10312
3862.853	10382
3863.06	10379
3863.189	10343
3863.316	10356
3863.354	10150
3863.595	10306
3863.794	10303
3864.137	10340
3864.329	10103
3864.367	10300
3864.488	10148
3864.737	10274
3864.888	10287
3865.11	10301
3865.209	10202
3865.325	10065
3865.533	10187
3865.738	10312
3866.042	10175
3866.172	10229
3866.32	10208
3866.522	10152
3866.692	10232
3866.75	10279
3866.79	10165
3866.932	10219
3867.099	10366
3867.307	10326
3867.477	10210
3867.822	10283
3868.057	10279
3868.201	10245
3868.418	10109
3868.709	10395
3869.022	10305
3869.207	10141
3869.408	10315
3869.556	10193
3869.76	10347
3869.952	10241
3870.112	10493
3870.356	10175
3870.518	10228
3870.869	10224
3870.908	10219
3871.072	10380
3871.243	10359
3871.478	10232
3871.772	10309
3871.914	10256
3872.101	10352
3872.3	10191
3872.56	10257
3872.718	10308
3872.935	10283
3873.143	10354
3873.431	10210
3873.455	10102
3873.639	10274
3873.914	10226
3874.01	10203
3874.26	10254
3874.438	10313
3874.573	10306
3874.757	10228
3875.015	10322
3875.201	10222
3875.387	10291
3875.547	10307
3875.74	10171
3875.914	10194
3875.962	10063
3876.031	10211
3876.124	10123
3876.171	10127
3876.293	10188
3876.46	10212
3876.648	10186
3877.319	10211
3877.522	10296
3877.718	10334
3877.922	10406
3878.197	10315
3878.335	10375
3878.52	10263
3878.75	10222
3878.926	10372
3879.114	10197
3879.287	10315
3879.474	10320
3879.841	10221
3879.888	10277
3880.031	10221
3880.29	10263
3880.62	10145
3880.772	10240
3880.984	10295
3881.14	10161
3881.343	10146
3881.571	10256
3881.801	10189
3882.03	10210
3882.341	10206
3882.422	10272
3882.471	10381
3882.668	10249
3882.818	10272
3883.023	10338
3883.075	10167
3883.262	10339
3883.426	10304
3883.517	10260
3883.692	10143
3883.795	10419
3883.9	10165
3884.192	10182
3884.376	10160
3884.548	10233
3884.792	10258
3884.913	10193
3885.118	10307
3885.252	10142
3885.544	10258
3885.647	10252
3885.915	10179
3886.017	10093
3886.18	10130
3886.349	10352
3886.42	10304
3886.623	10169
3886.785	10366
3886.942	10287
3887.192	10309
3887.322	10281
3887.534	10267
3887.665	10338
3888.008	10229
3888.116	10277
3888.271	10219
3888.538	10285
3888.581	10242
3888.636	10351
3889.189	10325
3889.456	10293
3889.578	10136
3889.758	10334
3889.92	10301
3890.036	10531
3890.194	10533
3890.817	10292
3890.918	10289
3891.058	10360
3891.266	10107
3891.44	10379
3891.66	10305
3891.867	10370
3892.153	10391
3892.574	10290
3892.815	10269
3892.964	10048
3893.178	10272
3893.415	10134
3893.529	10130
3893.734	10257
3893.958	10377
3894.122	10282
3894.4	10132
3894.771	10219
3895.072	10127
3895.246	10463
3895.411	10223
3895.638	10272
3895.771	10400
3895.987	10155
3896.031	10218
3896.149	10475
3896.203	10160
3896.369	10268
3896.822	10485
3897.158	10241
3897.303	10315
3897.491	10322
3897.537	10234
3897.668	10339
3897.872	10272
3897.988	10334
3898.263	10250
3898.389	10355
3898.649	10135
3898.804	10298
3898.957	10207
3899.024	10158
3899.153	10315
3899.383	10264
3899.511	10217
3899.82	10262
3900.188	10468
3900.215	10243
3900.453	10218
3900.815	10359
3901.248	10217
3901.429	10156
3901.473	10157
3901.586	10263
3901.763	10089
3901.809	10158
3901.982	10276
3902.284	10292
3902.348	10140
3902.536	10229
3902.902	10254
3903.112	10329
3903.325	10259
3903.557	10328
3903.595	10408
3903.854	10506
3904.093	10315
3904.158	10304
3904.318	10253
3904.559	10260
3904.778	10326
3905.008	10213
3905.248	10106
3905.397	10393
3905.589	10379
3905.759	10254
3905.934	10317
3906.208	10332
3906.333	10401
3906.543	10181
3906.713	10169
3906.893	10246
3907.04	10274
3907.221	10326
3907.328	10307
3907.463	10242
3907.817	10340
3908.04	10262
3908.249	10193
3908.28	10348
3908.352	10188
3908.617	10222
3908.958	10309
3909.08	10199
3909.344	10491
3909.529	10325
3909.689	10126
3909.882	10241
3910.05	10281
3910.274	10156
3910.655	10204
3910.703	10193
3910.91	10190
3910.967	10273
3911.063	10355
3911.19	10286
3911.415	10266
3911.629	10222
3911.765	10149
3911.964	10372
3912.195	10264
3912.317	10211
3912.517	10100
3912.884	10311
3912.995	10295
3913.322	10224
3913.493	10184
3913.585	10287
3913.853	10357
3914.012	10320
3914.224	10359
3914.387	10196
3914.428	10287
3914.546	10130
3914.707	10101
3914.773	10229
3915.122	10362
3915.442	10198
3915.687	10418
3915.886	10300
3916.204	10285
3916.476	10130
3916.68	10254
3916.911	10356
3916.983	10261
3917.018	10279
3917.237	10276
3917.438	10536
3917.565	10254
3917.738	10236
3917.976	10239
3918.179	10087
3918.342	10311
3918.487	10262
3918.65	10205
3918.932	10264
3919.202	10305
3919.225	10311
3919.497	10332
3919.816	10117
3919.975	10395
3920.167	10328
3920.445	10291
3920.653	10331
3920.748	10471
3920.987	10135
3921.141	10292
3921.413	10408
3921.578	10217
3921.643	10251
3921.879	10390
3922.053	10238
3922.271	10103
3922.446	10232
3922.628	10236
3922.881	10208
3923.113	10359
3923.242	10304
3923.438	10133
3923.611	10208
3923.829	10157
3923.964	10195
3924.171	10206
3924.37	10298
3924.531	10107
3924.795	10365
3925.175	10160
3925.289	10116
3925.52	10249
3925.56	10205
3925.657	10241
3925.694	10350
3925.894	10258
3926.099	10188
3926.304	10277
3926.444	10302
3926.609	10193
3926.827	10320
3927.062	10350
3927.25	10224
3927.413	10428
3927.63	10193
3927.943	10171
3927.985	10122
3928.039	10146
3928.231	10284
3928.336	10322
3928.477	10304
3928.613	10103
3928.718	10254
3928.884	10183
3929.125	10202
3929.308	10369
3929.525	10354
3929.856	10325
3930.05	10243
3930.353	10356
3930.587	10267
3930.809	10086
3930.839	10166
3930.896	10076
3930.961	10220
3931.197	10224
3931.394	10229
3931.632	10159
3931.783	10023
3931.94	10169
3932.073	10279
3932.227	10157
3932.305	10221
3932.423	10381
3932.466	10316
3932.71	10192
3932.942	10235
3933.108	10189
3933.21	10222
3933.366	10139
3933.566	10239
3934.035	10298
3934.075	10221
3934.282	10155
3934.597	10303
3934.752	10215
3934.954	10264
3935.145	10437
3935.299	10317
3935.475	10262
3935.681	10130
3935.781	10250
3936.103	10394
3936.481	10268
3936.702	10166
3936.756	10211
3936.805	10306
3937.02	10118
3937.215	10231
3937.355	10170
3937.629	10296
3937.741	10225
3937.898	10141
3938.023	10221
3938.073	10214
3938.133	10266
3938.314	10086
3938.568	10305
3938.985	10290
3939.289	10259
3939.51	10300
3939.774	10171
3940.038	10336
3940.326	10235
3940.655	10306
3940.785	10227
3940.972	10171
3941.238	10398
3941.534	10387
3941.7	10277
3941.996	10319
3942.3	10304
3942.476	10294
3942.66	10352
3942.721	10144
3942.957	10161
3943.023	10140
3943.064	10038
3943.139	10115
3943.454	10278
3943.65	10242
3943.867	10166
3944.027	10368
3944.16	10318
3944.433	10189
3944.601	10213
3944.752	10091
3944.79	10038
3944.969	10193
3945.145	10215
3945.311	10130
3945.49	10186
3945.649	10191
3945.835	10136
3946.043	10140
3946.265	10253
3946.291	10172
3946.451	10220
3946.596	10103
3946.737	10107
3946.896	10233
3947.053	10219
3947.193	10275
3947.454	10293
3947.611	10278
3947.799	10159
3947.992	10250
3948.178	10238
3948.212	10258
3948.359	10218
3948.532	10220
3948.693	10108
3949.084	10346
3949.309	10268
3949.338	10252
3949.501	10320
3949.68	10183
3949.895	10343
3950.038	10250
3950.263	10246
3950.398	10223
3950.768	10272
3951.078	10335
3951.336	10257
3951.456	10206
3951.553	10269
3951.723	10265
3952.032	10207
3952.105	10412
3952.285	10220
3952.342	10390
3952.511	10185
3952.697	10216
3952.946	10331
3953.266	10404
3953.496	10139
3953.683	10282
3953.842	10326
3954.037	10256
3954.102	10244
3954.43	10235
3954.621	10155
3954.807	10311
3955.058	10214
3955.251	10380
3955.306	10243
3955.339	10282
3955.554	10245
3955.793	10112
3956.088	10272
3956.28	10163
3956.479	10280
3956.643	10462
3956.891	10238
3957.102	10252
3957.203	10260
3957.468	10375
3957.532	10315
3957.634	10350
3957.726	10236
3958.047	10195
3958.083	10110
3958.209	10219
3958.524	10047
3958.69	10381
3958.794	10321
3959.264	10260
3959.703	10389
3959.897	10273
3960.083	10316
3960.339	10153
3960.508	10310
3960.728	10307
3961.023	10103
3961.121	10216
3961.235	10166
3961.464	10332
3961.723	10220
3961.918	10292
3962.103	10239
3962.323	10195
3962.454	10149
3962.583	10137
3962.728	10467
3962.889	10218
3963.11	10317
3963.264	10093
3963.465	10337
3963.66	10171
3963.847	10070
3964.068	10045
3964.255	10264
3964.438	10305
3964.613	10161
3964.804	10266
3965.033	10123
3965.371	10408
3965.726	10151
3965.946	10320
3966.332	10329
3966.656	10299
3966.885	10176
3966.946	10246
3967.051	10240
3967.231	10275
3967.447	10337
3967.65	10217
3967.797	10165
3968.009	10196
3968.182	10349
3968.402	10342
3968.62	10255
3968.881	10074
3969.05	10305
3969.093	10214
3969.539	10456
3969.695	10352
3969.908	10262
3970.119	10277
3970.379	10192
3970.651	10343
3970.819	10262
3970.967	10197
3971.193	10265
3971.555	10262
3971.767	10318
3971.928	10149
3972.151	10136
3972.408	10294
3972.544	10181
3972.628	10148
3972.873	10344
3973.106	10288
3973.354	10380
3973.563	10231
3973.933	10105
3974.128	10131
3974.338	10359
3974.38	10326
3974.468	10277
3974.845	10119
3975.062	10205
3975.316	10319
3975.351	10160
3975.646	10224
3975.812	10367
3975.986	10146
3976.184	10245
3976.327	10119
3976.358	10236
3976.422	10035
3976.539	10271
3976.843	10212
3976.966	10311
3977.156	10182
3977.3	10292
3977.546	10183
3977.702	10232
3977.879	10286
3978.071	10271
3978.184	10204
3978.298	10344
3978.449	10273
3978.654	10239
3978.771	10235
3979.013	10173
3979.042	10169
3979.117	10197
3979.319	10241
3979.503	10468
3979.826	10255
3980.199	10404
3980.57	10179
3980.729	10218
3980.914	10087
3981.154	10186
3981.285	10108
3981.558	10125
3981.6	10207
3981.653	10288
3981.858	10283
3982.011	10330
3982.211	10231
3982.38	10157
3982.556	10123
3982.643	10098
3982.786	10160
3982.988	10323
3983.185	10237
3983.496	10140
3983.756	10145
3983.946	10470
3984.11	10208
3984.504	10270
3984.741	10241
3984.902	10159
3985.023	10149
3985.181	10226
3985.381	10104
3985.503	10160
3985.768	10456
3986.012	10221
3986.302	10126
3986.429	10212
3986.64	10191
3986.658	10082
3986.763	10192
3987.026	10284
3987.192	10289
3987.381	10089
3987.551	9998
3987.576	10199
3987.631	10135
3987.712	10116
3987.777	10184
3988.045	10125
3988.334	10299
3988.534	10258
3988.672	10123
3988.9	10319
3989.207	10326
3989.441	10343
3989.605	10254
3989.78	10384
3990.009	10151
3990.219	10336
3990.447	10164
3990.648	10149
3990.78	10424
3991	10180
3991.153	10131
3991.176	10140
3991.393	10359
3991.56	10313
3991.938	10259
3992.103	10204
3992.471	10123
3992.598	10127
3992.747	10276
3993.033	10281
3993.203	10120
3993.251	10211
3993.473	10442
3993.622	10389
3993.857	10209
3993.899	10307
3993.954	10344
3994.051	10434
3994.197	10254
3994.399	10192
3994.447	10152
3994.51	10200
3994.585	10154
3994.611	10200
3994.751	10455
3994.945	10308
3995.173	10382
3995.355	10228
3995.534	10397
3995.732	10195
3995.95	10281
3996.079	10222
3996.138	10202
3996.349	10201
3996.375	10145
3996.502	10166
3996.689	10262
3996.736	10135
3996.88	10399
3997.115	10221
3997.304	10298
3997.498	10238
3997.605	10310
3997.821	10411
3997.965	10221
3998.385	10159
3998.444	10310
3998.63	10325
3998.868	10186
3999.001	10189
3999.049	10244
3999.114	10125
3999.386	10186
3999.548	10186
3999.71	10358
3999.961	10094
4000.142	10317
4000.463	10333
4000.727	10170
4000.991	10172
4001.136	10112
4001.408	10270
4001.646	10141
4001.796	10254
4001.927	10196
4002.161	10167
4002.456	10273
4002.597	10250
4002.773	10219
4002.958	10273
4003.226	10130
4003.383	10190
4003.545	10077
4003.701	10187
4003.918	10220
4004.189	10226
4004.406	10237
4004.618	10114
4004.814	10246
4004.903	10383
4005.082	10208
4005.44	10400
4005.653	10274
4005.954	10210
4006.059	10427
4006.185	10219
4006.433	10346
4006.551	10153
4006.773	10245
4006.985	10335
4007.069	10201
4007.107	10231
4007.36	10286
4007.514	10206
4007.734	10235
4007.903	10158
4008.103	10386
4008.414	10288
4008.766	10370
4008.959	10322
4008.995	10281
4009.1	10170
4009.238	10111
4009.449	10352
4009.593	10319
4009.96	10189
4010.21	10286
4010.351	10165
4010.499	10137
4010.672	10268
4010.98	10366
4011.299	10224
4011.55	10292
4011.733	10245
4011.988	10062
4012.028	10149
4012.149	10188
4012.322	10133
4012.514	10309
4012.718	10107
4012.996	10162
4013.315	10196
4013.403	10156
4013.664	10138
4013.754	10217
4013.888	10214
4014.058	10183
4014.228	10263
4014.354	10156
4014.539	10301
4014.691	10281
4015.067	10170
4015.211	10253
4015.306	10191
4015.354	10212
4015.665	10117
4015.694	10124
4015.76	10118
4015.82	10111
4015.883	9977
4016.315	10379
4016.532	10159
4016.598	10235
4016.635	10087
4016.795	10300
4017.051	10203
4017.278	10326
4017.409	10249
4017.639	10138
4017.796	10086
4018.073	10139
4018.226	10086
4018.403	10181
4018.568	10401
4018.732	10106
4018.965	10250
4019.07	10215
4019.202	10296
4019.358	10312
4019.518	10477
4019.626	10390
4020.054	10198
4020.075	10254
4020.307	10178
4020.47	10395
4020.649	10338
4020.81	10168
4020.877	10112
4021.14	10214
4021.378	10349
4021.819	10315
4021.975	10324
4022.261	10194
4022.678	10191
4022.77	10201
4022.994	10202
4023.282	10124
4023.56	10174
4023.747	10423
4023.844	10125
4024.009	10186
4024.121	10387
4024.253	10409
4024.552	10233
4024.732	10189
4024.948	10139
4025.128	10252
4025.268	10258
4025.479	10239
4025.665	10356
4025.812	10217
4026.01	10236
4026.278	10255
4026.388	10197
4026.525	10240
4026.562	10136
4026.635	10225
4026.743	10299
4026.982	10118
4027.366	10013
4027.386	10041
4027.477	10176
4027.887	10203
4028.074	10315
4028.121	10164
4028.169	10299
4028.361	10323
4028.46	10161
4028.484	10217
4028.733	10301
4029.167	10202
4029.186	10304
4029.315	10156
4029.439	10243
4029.692	10181
4029.937	10089
4030.038	10044
4030.174	10274
4030.271	10275
4030.42	10279
4030.593	10123
4030.663	10099
4030.83	10294
4030.968	10233
4031.188	10257
4031.327	10313
4031.461	10143
4031.798	10346
4031.998	10201
4032.065	10152
4032.126	10145
4032.231	10314
4032.554	10355
4032.698	10211
4032.815	10204
4032.917	10307
4033.28	10165
4033.493	10184
4033.661	10110
4033.715	10178
4034.022	10101
4034.189	10290
4034.38	10295
4034.491	10318
4034.661	10159
4034.686	10286
4034.8	10297
4035.013	10184
4035.245	10349
4035.596	10297
4035.798	10262
4035.927	10285
4036.135	10234
4036.32	10204
4036.563	10317
4036.714	10104
4036.742	10148
4036.831	10231
4037.068	10268
4037.38	10144
4037.584	10222
4037.914	10307
4038.076	10098
4038.299	10277
4038.658	10321
4038.848	10348
4039.242	10199
4039.406	10050
4039.509	10263
4039.635	10204
4039.791	10237
4039.967	10368
4040.096	10143
4040.265	10240
4040.562	10191
4040.722	10210
4040.741	10154
4040.919	10157
4041.108	10362
4041.299	10244
4041.524	10167
4041.668	10299
4042.258	10375
4042.517	10248
4042.83	10212
4043.101	10262
4043.225	10181
4043.428	10168
4043.579	10424
4043.718	10347
4043.981	10201
4044.111	10069
4044.345	10128
4044.399	10263
4044.539	10250
4044.586	10221
4044.713	10151
4044.928	10300
4045.094	10406
4045.317	10099
4045.514	10239
4045.681	10200
4045.933	10156
4046.069	10409
4046.197	10133
4046.506	10148
4046.625	10268
4046.802	10207
4047.009	10236
4047.339	10175
4047.479	10181
4047.685	10226
4047.788	10305
4048.048	10126
4048.171	10141
4048.366	10263
4048.787	10176
4048.892	10169
4049.132	10275
4049.305	10258
4049.357	10171
4049.706	10319
4049.904	10311
4050.14	10285
4050.347	10194
4050.385	10293
4050.565	10171
4050.683	10144
4050.917	10215
4050.962	10249
4051.289	10097
4051.48	10282
4051.896	10109
4052.079	10142
4052.179	10211
4052.424	10145
4052.611	10174
4052.77	10241
4052.805	10240
4052.963	10256
4053.145	10141
4053.355	10335
4053.528	10291
4053.698	10304
4053.871	10069
4054.087	10176
4054.119	10144
4054.226	10170
4054.526	10278
4054.682	10282
4054.828	10109
4055.046	10287
4055.085	10286
4055.27	10148
4055.503	10144
4055.636	10244
4055.662	10234
4055.949	10320
4056.192	10094
4056.404	10129
4056.668	10238
4056.942	10274
4057.186	10192
4057.387	10256
4057.575	10385
4057.655	10207
4057.734	10233
4057.754	10241
4057.923	10344
4058.067	10233
4058.183	10226
4058.322	10201
4058.444	10148
4058.733	10333
4058.895	10245
4059.076	10092
4059.25	10072
4059.314	10102
4059.48	10139
4059.645	10198
4059.856	10219
4060.118	10216
4060.222	10190
4060.416	10226
4060.613	10274
4060.764	10224
4060.881	10149
4060.984	10173
4061.234	10238
4061.393	10287
4061.578	10020
4061.753	10134
4061.945	10251
4062.122	10363
4062.437	10230
4062.712	10230
4063.123	10086
4063.401	10177
4063.485	10312
4063.684	10266
4063.844	10171
4064.016	10138
4064.104	10243
4064.282	10236
4064.3	10189
4064.481	10340
